"subject"	"group"	"congruency"	"result"	"rt"
42	"control"	"incongruent"	"correct"	0.79
42	"control"	"incongruent"	"incorrect"	0.484
42	"control"	"incongruent"	"correct"	0.582
42	"control"	"congruent"	"correct"	0.544
42	"control"	"congruent"	"correct"	0.715
42	"control"	"incongruent"	"correct"	0.874
42	"control"	"congruent"	"correct"	0.587
42	"control"	"congruent"	"correct"	0.492
42	"control"	"incongruent"	"correct"	0.572
42	"control"	"incongruent"	"correct"	0.596
42	"control"	"incongruent"	"correct"	0.561
42	"control"	"congruent"	"correct"	0.47
42	"control"	"congruent"	"correct"	0.458
42	"control"	"incongruent"	"correct"	0.631
42	"control"	"incongruent"	"correct"	0.649
42	"control"	"congruent"	"correct"	0.481
42	"control"	"congruent"	"correct"	0.492
7	"test"	"congruent"	"correct"	0.678
7	"test"	"incongruent"	"incorrect"	0.434
7	"test"	"incongruent"	"correct"	0.797
7	"test"	"congruent"	"correct"	1.035
7	"test"	"incongruent"	"correct"	0.669
7	"test"	"congruent"	"correct"	0.623
7	"test"	"congruent"	"correct"	0.562
7	"test"	"incongruent"	"correct"	1.091
7	"test"	"incongruent"	"correct"	0.694
7	"test"	"incongruent"	"correct"	0.96
7	"test"	"congruent"	"correct"	1.046
7	"test"	"congruent"	"correct"	1.042
7	"test"	"congruent"	"correct"	0.478
7	"test"	"congruent"	"correct"	0.407
7	"test"	"incongruent"	"correct"	0.803
7	"test"	"incongruent"	"correct"	0.662
7	"test"	"congruent"	"correct"	0.727
7	"test"	"congruent"	"correct"	0.514
7	"test"	"incongruent"	"incorrect"	0.751
7	"test"	"incongruent"	"correct"	0.669
7	"test"	"congruent"	"correct"	0.664
7	"test"	"incongruent"	"correct"	0.773
7	"test"	"congruent"	"correct"	0.558
7	"test"	"incongruent"	"correct"	0.735
7	"test"	"congruent"	"correct"	0.704
7	"test"	"congruent"	"correct"	0.609
7	"test"	"incongruent"	"correct"	0.628
7	"test"	"incongruent"	"correct"	0.753
7	"test"	"incongruent"	"correct"	0.595
7	"test"	"congruent"	"correct"	0.809
7	"test"	"congruent"	"correct"	0.805
7	"test"	"incongruent"	"correct"	0.604
7	"test"	"congruent"	"correct"	0.518
7	"test"	"incongruent"	"correct"	0.971
7	"test"	"incongruent"	"correct"	0.754
7	"test"	"congruent"	"correct"	0.681
7	"test"	"congruent"	"correct"	0.66
7	"test"	"incongruent"	"correct"	0.652
7	"test"	"congruent"	"correct"	0.624
7	"test"	"incongruent"	"correct"	0.706
7	"test"	"congruent"	"correct"	0.654
7	"test"	"congruent"	"correct"	0.632
7	"test"	"incongruent"	"correct"	1.031
7	"test"	"incongruent"	"correct"	0.906
7	"test"	"congruent"	"correct"	0.634
7	"test"	"congruent"	"correct"	0.722
7	"test"	"incongruent"	"correct"	0.854
7	"test"	"incongruent"	"correct"	1.13
7	"test"	"incongruent"	"correct"	0.946
7	"test"	"congruent"	"correct"	0.424
7	"test"	"congruent"	"correct"	0.487
7	"test"	"incongruent"	"correct"	0.612
7	"test"	"congruent"	"correct"	0.579
7	"test"	"incongruent"	"correct"	0.724
7	"test"	"congruent"	"correct"	0.457
7	"test"	"incongruent"	"correct"	1.564
7	"test"	"congruent"	"correct"	0.542
7	"test"	"incongruent"	"correct"	1.433
7	"test"	"congruent"	"correct"	1.018
7	"test"	"incongruent"	"correct"	1.601
7	"test"	"incongruent"	"timeout"	0
7	"test"	"congruent"	"correct"	0.611
7	"test"	"congruent"	"correct"	0.576
7	"test"	"incongruent"	"correct"	1.165
7	"test"	"incongruent"	"correct"	1.416
7	"test"	"congruent"	"correct"	0.93
7	"test"	"incongruent"	"correct"	1.514
7	"test"	"congruent"	"correct"	0.951
7	"test"	"incongruent"	"incorrect"	0.704
7	"test"	"congruent"	"correct"	0.598
7	"test"	"congruent"	"correct"	0.566
7	"test"	"incongruent"	"correct"	1.188
7	"test"	"incongruent"	"correct"	1.903
7	"test"	"congruent"	"correct"	0.673
7	"test"	"incongruent"	"correct"	0.766
7	"test"	"congruent"	"correct"	0.683
7	"test"	"congruent"	"correct"	0.586
7	"test"	"congruent"	"timeout"	0
7	"test"	"incongruent"	"correct"	1.194
7	"test"	"incongruent"	"correct"	1.205
7	"test"	"congruent"	"correct"	1.158
7	"test"	"incongruent"	"timeout"	0
7	"test"	"incongruent"	"incorrect"	1.908
7	"test"	"congruent"	"correct"	0.858
7	"test"	"incongruent"	"correct"	0.654
7	"test"	"congruent"	"correct"	0.565
7	"test"	"congruent"	"timeout"	0
7	"test"	"incongruent"	"correct"	0.957
7	"test"	"congruent"	"correct"	0.656
7	"test"	"incongruent"	"correct"	1.226
7	"test"	"congruent"	"correct"	0.551
7	"test"	"incongruent"	"correct"	0.836
7	"test"	"congruent"	"correct"	0.634
7	"test"	"incongruent"	"correct"	0.803
7	"test"	"incongruent"	"correct"	1.375
7	"test"	"congruent"	"correct"	0.491
12	"test"	"incongruent"	"correct"	0.934
12	"test"	"incongruent"	"correct"	1.073
12	"test"	"congruent"	"correct"	0.9
12	"test"	"congruent"	"correct"	0.623
12	"test"	"congruent"	"correct"	0.695
12	"test"	"congruent"	"correct"	0.552
12	"test"	"incongruent"	"correct"	0.854
12	"test"	"incongruent"	"correct"	0.648
12	"test"	"incongruent"	"correct"	0.692
12	"test"	"congruent"	"incorrect"	0.671
12	"test"	"incongruent"	"correct"	1.074
12	"test"	"congruent"	"correct"	0.753
12	"test"	"incongruent"	"correct"	0.972
12	"test"	"congruent"	"correct"	0.998
12	"test"	"incongruent"	"correct"	1.008
12	"test"	"congruent"	"correct"	1.062
12	"test"	"congruent"	"correct"	0.889
12	"test"	"congruent"	"correct"	0.87
12	"test"	"incongruent"	"correct"	1.421
12	"test"	"incongruent"	"correct"	0.933
12	"test"	"incongruent"	"correct"	0.666
12	"test"	"congruent"	"correct"	0.807
12	"test"	"congruent"	"correct"	0.744
12	"test"	"incongruent"	"correct"	1.038
12	"test"	"congruent"	"correct"	0.91
12	"test"	"incongruent"	"correct"	1.044
12	"test"	"incongruent"	"correct"	0.829
12	"test"	"congruent"	"correct"	0.68
12	"test"	"incongruent"	"correct"	0.678
12	"test"	"congruent"	"correct"	0.66
12	"test"	"incongruent"	"correct"	0.726
12	"test"	"congruent"	"correct"	0.53
12	"test"	"incongruent"	"correct"	1.117
12	"test"	"congruent"	"correct"	0.546
12	"test"	"congruent"	"correct"	0.588
12	"test"	"incongruent"	"correct"	0.838
12	"test"	"incongruent"	"correct"	0.901
12	"test"	"congruent"	"correct"	0.552
12	"test"	"congruent"	"correct"	0.497
12	"test"	"incongruent"	"correct"	0.583
12	"test"	"congruent"	"correct"	0.523
12	"test"	"incongruent"	"correct"	0.87
12	"test"	"congruent"	"correct"	0.618
12	"test"	"incongruent"	"correct"	0.86
12	"test"	"congruent"	"correct"	0.629
12	"test"	"incongruent"	"correct"	0.774
12	"test"	"congruent"	"correct"	0.609
12	"test"	"incongruent"	"correct"	0.943
12	"test"	"congruent"	"correct"	0.655
12	"test"	"congruent"	"correct"	0.678
12	"test"	"incongruent"	"correct"	1.138
12	"test"	"incongruent"	"correct"	0.822
12	"test"	"congruent"	"correct"	0.786
12	"test"	"congruent"	"correct"	0.612
12	"test"	"incongruent"	"correct"	1.01
12	"test"	"incongruent"	"correct"	0.681
12	"test"	"incongruent"	"correct"	0.888
12	"test"	"congruent"	"correct"	0.759
12	"test"	"incongruent"	"correct"	1.066
12	"test"	"congruent"	"correct"	0.671
12	"test"	"congruent"	"correct"	0.587
12	"test"	"congruent"	"correct"	0.598
12	"test"	"incongruent"	"correct"	1.098
12	"test"	"incongruent"	"correct"	0.591
12	"test"	"incongruent"	"correct"	0.697
12	"test"	"incongruent"	"correct"	0.76
12	"test"	"congruent"	"correct"	0.735
12	"test"	"congruent"	"correct"	0.773
12	"test"	"congruent"	"correct"	0.689
12	"test"	"incongruent"	"correct"	1.334
12	"test"	"congruent"	"correct"	0.738
12	"test"	"incongruent"	"correct"	0.795
12	"test"	"congruent"	"correct"	0.616
12	"test"	"incongruent"	"correct"	0.658
12	"test"	"congruent"	"correct"	0.718
12	"test"	"incongruent"	"correct"	0.611
12	"test"	"incongruent"	"correct"	0.746
12	"test"	"congruent"	"correct"	0.746
12	"test"	"incongruent"	"correct"	0.657
12	"test"	"congruent"	"correct"	0.808
12	"test"	"incongruent"	"correct"	1.405
12	"test"	"congruent"	"correct"	0.867
12	"test"	"congruent"	"correct"	0.644
12	"test"	"incongruent"	"correct"	0.801
12	"test"	"incongruent"	"correct"	0.812
12	"test"	"incongruent"	"correct"	0.761
12	"test"	"congruent"	"correct"	0.623
12	"test"	"congruent"	"correct"	0.576
12	"test"	"incongruent"	"correct"	0.915
12	"test"	"congruent"	"correct"	0.945
12	"test"	"incongruent"	"correct"	0.922
12	"test"	"congruent"	"correct"	0.596
12	"test"	"incongruent"	"correct"	1.071
12	"test"	"incongruent"	"correct"	0.981
12	"test"	"congruent"	"correct"	0.729
12	"test"	"congruent"	"correct"	0.703
10	"test"	"incongruent"	"correct"	1.873
10	"test"	"incongruent"	"timeout"	0
10	"test"	"congruent"	"correct"	1.934
10	"test"	"congruent"	"correct"	0.959
10	"test"	"incongruent"	"correct"	1.397
10	"test"	"congruent"	"correct"	1.025
10	"test"	"incongruent"	"correct"	1.016
10	"test"	"congruent"	"correct"	0.857
10	"test"	"incongruent"	"correct"	0.812
10	"test"	"incongruent"	"correct"	1.177
10	"test"	"congruent"	"correct"	0.758
10	"test"	"congruent"	"correct"	0.707
10	"test"	"incongruent"	"correct"	1.096
10	"test"	"congruent"	"correct"	0.758
10	"test"	"congruent"	"correct"	0.738
10	"test"	"incongruent"	"correct"	0.956
10	"test"	"congruent"	"correct"	0.885
10	"test"	"incongruent"	"correct"	0.922
10	"test"	"congruent"	"correct"	0.673
10	"test"	"incongruent"	"incorrect"	0.567
10	"test"	"congruent"	"correct"	0.849
10	"test"	"congruent"	"correct"	1.273
10	"test"	"incongruent"	"correct"	0.937
10	"test"	"incongruent"	"correct"	1.084
10	"test"	"incongruent"	"correct"	1.189
10	"test"	"congruent"	"correct"	0.842
10	"test"	"congruent"	"correct"	1.6
10	"test"	"incongruent"	"timeout"	0
10	"test"	"incongruent"	"correct"	0.713
10	"test"	"incongruent"	"correct"	1.012
10	"test"	"congruent"	"correct"	0.74
10	"test"	"congruent"	"correct"	0.733
10	"test"	"incongruent"	"correct"	1.49
10	"test"	"congruent"	"correct"	1.388
10	"test"	"incongruent"	"correct"	1.346
10	"test"	"congruent"	"correct"	0.796
10	"test"	"congruent"	"timeout"	0
10	"test"	"congruent"	"correct"	0.707
10	"test"	"incongruent"	"incorrect"	0.363
10	"test"	"incongruent"	"correct"	1.627
10	"test"	"congruent"	"correct"	0.554
10	"test"	"congruent"	"correct"	0.664
10	"test"	"incongruent"	"correct"	1.021
10	"test"	"incongruent"	"correct"	0.905
10	"test"	"incongruent"	"correct"	1.248
10	"test"	"congruent"	"correct"	1.159
10	"test"	"incongruent"	"timeout"	0
10	"test"	"congruent"	"correct"	0.562
10	"test"	"incongruent"	"correct"	1.137
10	"test"	"incongruent"	"correct"	1.774
10	"test"	"congruent"	"correct"	0.724
10	"test"	"congruent"	"correct"	0.589
10	"test"	"congruent"	"correct"	0.767
10	"test"	"incongruent"	"correct"	1.158
10	"test"	"congruent"	"correct"	1.474
10	"test"	"incongruent"	"correct"	0.833
10	"test"	"congruent"	"correct"	1.059
10	"test"	"congruent"	"correct"	0.754
10	"test"	"incongruent"	"correct"	1.069
10	"test"	"incongruent"	"correct"	0.741
10	"test"	"congruent"	"correct"	0.954
10	"test"	"incongruent"	"correct"	0.981
10	"test"	"congruent"	"correct"	1.578
10	"test"	"incongruent"	"timeout"	0
10	"test"	"congruent"	"correct"	0.669
10	"test"	"incongruent"	"timeout"	0
10	"test"	"incongruent"	"correct"	1.113
10	"test"	"congruent"	"correct"	0.57
10	"test"	"congruent"	"correct"	0.735
10	"test"	"congruent"	"correct"	0.574
10	"test"	"incongruent"	"correct"	0.944
10	"test"	"incongruent"	"correct"	1.261
10	"test"	"congruent"	"correct"	0.741
10	"test"	"incongruent"	"correct"	1.274
10	"test"	"congruent"	"correct"	0.919
10	"test"	"incongruent"	"correct"	0.956
10	"test"	"incongruent"	"correct"	0.88
10	"test"	"congruent"	"correct"	1.06
10	"test"	"incongruent"	"correct"	0.958
10	"test"	"congruent"	"correct"	1.033
10	"test"	"incongruent"	"correct"	0.641
10	"test"	"congruent"	"correct"	0.709
10	"test"	"congruent"	"correct"	1.167
10	"test"	"incongruent"	"correct"	1.392
10	"test"	"congruent"	"correct"	0.641
10	"test"	"congruent"	"correct"	1.158
10	"test"	"incongruent"	"correct"	1.881
10	"test"	"incongruent"	"correct"	1.342
10	"test"	"incongruent"	"correct"	1.284
10	"test"	"congruent"	"correct"	0.998
10	"test"	"congruent"	"correct"	1.154
10	"test"	"incongruent"	"correct"	1.009
10	"test"	"congruent"	"correct"	1.091
10	"test"	"incongruent"	"correct"	1.324
10	"test"	"congruent"	"correct"	0.701
10	"test"	"incongruent"	"correct"	1.133
6	"test"	"congruent"	"correct"	1.623
6	"test"	"congruent"	"correct"	1.401
6	"test"	"incongruent"	"timeout"	0
6	"test"	"incongruent"	"correct"	1.018
6	"test"	"congruent"	"correct"	0.944
6	"test"	"incongruent"	"correct"	1.331
6	"test"	"congruent"	"correct"	1.095
6	"test"	"incongruent"	"timeout"	0
6	"test"	"congruent"	"correct"	1.371
6	"test"	"incongruent"	"correct"	1.262
6	"test"	"incongruent"	"correct"	1.228
6	"test"	"congruent"	"correct"	1.125
6	"test"	"congruent"	"correct"	1.301
6	"test"	"incongruent"	"correct"	1.064
6	"test"	"incongruent"	"correct"	1.259
6	"test"	"congruent"	"correct"	1.034
6	"test"	"incongruent"	"correct"	1.537
6	"test"	"congruent"	"correct"	1.029
6	"test"	"incongruent"	"correct"	1.343
6	"test"	"congruent"	"correct"	1.108
6	"test"	"congruent"	"correct"	1.119
6	"test"	"incongruent"	"correct"	1.663
6	"test"	"congruent"	"correct"	1.099
6	"test"	"incongruent"	"correct"	1.357
6	"test"	"congruent"	"correct"	0.749
6	"test"	"congruent"	"correct"	0.751
6	"test"	"incongruent"	"correct"	1.146
6	"test"	"incongruent"	"correct"	1.603
6	"test"	"congruent"	"correct"	0.882
6	"test"	"incongruent"	"correct"	1.653
6	"test"	"congruent"	"correct"	0.866
6	"test"	"incongruent"	"correct"	1.516
6	"test"	"incongruent"	"correct"	1.851
6	"test"	"incongruent"	"correct"	1.301
6	"test"	"congruent"	"correct"	1.476
6	"test"	"congruent"	"correct"	1.711
6	"test"	"incongruent"	"timeout"	0
6	"test"	"incongruent"	"timeout"	0
6	"test"	"congruent"	"correct"	0.901
6	"test"	"congruent"	"correct"	0.767
6	"test"	"incongruent"	"correct"	1.198
6	"test"	"congruent"	"correct"	0.812
6	"test"	"incongruent"	"correct"	0.996
6	"test"	"congruent"	"correct"	0.922
6	"test"	"incongruent"	"correct"	1.424
6	"test"	"congruent"	"correct"	0.66
6	"test"	"incongruent"	"correct"	1.38
6	"test"	"congruent"	"correct"	1.029
6	"test"	"incongruent"	"correct"	1.087
6	"test"	"congruent"	"correct"	0.705
6	"test"	"incongruent"	"correct"	1.196
6	"test"	"congruent"	"correct"	0.956
6	"test"	"incongruent"	"correct"	1.355
6	"test"	"incongruent"	"correct"	0.843
6	"test"	"congruent"	"correct"	0.708
6	"test"	"congruent"	"correct"	0.663
6	"test"	"incongruent"	"correct"	1.165
6	"test"	"congruent"	"correct"	0.721
6	"test"	"incongruent"	"correct"	0.91
6	"test"	"congruent"	"correct"	0.865
6	"test"	"congruent"	"correct"	0.755
6	"test"	"incongruent"	"correct"	1.072
6	"test"	"incongruent"	"correct"	1.361
6	"test"	"congruent"	"correct"	0.602
6	"test"	"incongruent"	"correct"	0.657
6	"test"	"congruent"	"correct"	0.742
6	"test"	"congruent"	"correct"	0.692
6	"test"	"incongruent"	"correct"	0.86
6	"test"	"incongruent"	"correct"	0.897
6	"test"	"congruent"	"correct"	0.674
6	"test"	"congruent"	"correct"	0.752
6	"test"	"incongruent"	"correct"	1.187
6	"test"	"congruent"	"correct"	0.741
6	"test"	"congruent"	"correct"	0.593
6	"test"	"incongruent"	"correct"	0.953
6	"test"	"incongruent"	"correct"	0.941
6	"test"	"incongruent"	"correct"	0.737
6	"test"	"congruent"	"correct"	0.696
6	"test"	"incongruent"	"correct"	0.609
6	"test"	"congruent"	"correct"	0.688
6	"test"	"congruent"	"correct"	0.53
6	"test"	"incongruent"	"correct"	0.858
6	"test"	"incongruent"	"correct"	0.837
6	"test"	"congruent"	"correct"	0.755
6	"test"	"congruent"	"correct"	0.67
6	"test"	"congruent"	"correct"	0.598
6	"test"	"incongruent"	"correct"	0.872
6	"test"	"incongruent"	"correct"	0.815
6	"test"	"incongruent"	"correct"	0.647
6	"test"	"congruent"	"correct"	0.675
6	"test"	"incongruent"	"correct"	0.658
6	"test"	"congruent"	"correct"	0.544
6	"test"	"congruent"	"correct"	0.62
6	"test"	"incongruent"	"correct"	0.831
6	"test"	"congruent"	"correct"	0.633
6	"test"	"incongruent"	"correct"	0.949
20	"test"	"incongruent"	"correct"	1.334
20	"test"	"incongruent"	"correct"	1.418
20	"test"	"congruent"	"correct"	0.82
20	"test"	"congruent"	"correct"	0.747
20	"test"	"incongruent"	"correct"	0.894
20	"test"	"congruent"	"correct"	0.57
20	"test"	"congruent"	"correct"	0.558
20	"test"	"incongruent"	"correct"	1.11
20	"test"	"congruent"	"correct"	0.661
20	"test"	"incongruent"	"correct"	1
20	"test"	"incongruent"	"correct"	0.804
20	"test"	"congruent"	"correct"	0.632
20	"test"	"incongruent"	"correct"	0.86
20	"test"	"incongruent"	"correct"	1.054
20	"test"	"congruent"	"correct"	0.584
20	"test"	"congruent"	"correct"	0.622
20	"test"	"incongruent"	"correct"	0.66
20	"test"	"incongruent"	"correct"	0.674
20	"test"	"congruent"	"correct"	0.72
20	"test"	"congruent"	"correct"	0.483
20	"test"	"congruent"	"correct"	0.474
20	"test"	"incongruent"	"correct"	0.909
20	"test"	"congruent"	"correct"	0.527
20	"test"	"incongruent"	"correct"	0.739
20	"test"	"congruent"	"correct"	0.581
20	"test"	"incongruent"	"correct"	0.929
20	"test"	"congruent"	"correct"	0.64
20	"test"	"incongruent"	"correct"	1.085
20	"test"	"congruent"	"correct"	0.604
20	"test"	"incongruent"	"correct"	0.9
20	"test"	"congruent"	"correct"	0.686
20	"test"	"incongruent"	"correct"	0.802
20	"test"	"congruent"	"correct"	0.584
20	"test"	"incongruent"	"correct"	0.677
20	"test"	"incongruent"	"correct"	0.828
20	"test"	"congruent"	"correct"	0.521
20	"test"	"incongruent"	"correct"	0.66
20	"test"	"congruent"	"correct"	0.486
20	"test"	"incongruent"	"correct"	0.63
20	"test"	"congruent"	"correct"	0.526
20	"test"	"congruent"	"correct"	0.518
20	"test"	"congruent"	"correct"	0.488
20	"test"	"incongruent"	"correct"	0.827
20	"test"	"incongruent"	"correct"	0.788
20	"test"	"congruent"	"correct"	0.552
20	"test"	"incongruent"	"correct"	0.717
20	"test"	"incongruent"	"correct"	0.602
20	"test"	"congruent"	"correct"	0.458
20	"test"	"congruent"	"correct"	0.543
20	"test"	"incongruent"	"correct"	0.826
20	"test"	"incongruent"	"correct"	0.651
20	"test"	"congruent"	"correct"	0.523
20	"test"	"incongruent"	"correct"	0.561
20	"test"	"congruent"	"correct"	0.558
20	"test"	"incongruent"	"correct"	0.935
20	"test"	"congruent"	"correct"	0.444
20	"test"	"incongruent"	"correct"	0.65
20	"test"	"congruent"	"correct"	0.746
20	"test"	"incongruent"	"correct"	0.943
20	"test"	"congruent"	"correct"	0.553
20	"test"	"incongruent"	"correct"	0.931
20	"test"	"incongruent"	"correct"	0.663
20	"test"	"congruent"	"correct"	0.421
20	"test"	"congruent"	"correct"	0.417
20	"test"	"incongruent"	"correct"	0.648
20	"test"	"incongruent"	"correct"	0.751
20	"test"	"congruent"	"correct"	0.446
20	"test"	"congruent"	"correct"	0.417
20	"test"	"incongruent"	"correct"	0.68
20	"test"	"congruent"	"correct"	0.555
20	"test"	"incongruent"	"correct"	0.583
20	"test"	"congruent"	"correct"	0.482
20	"test"	"incongruent"	"correct"	0.831
20	"test"	"congruent"	"correct"	0.612
20	"test"	"incongruent"	"correct"	0.912
20	"test"	"congruent"	"correct"	0.582
20	"test"	"congruent"	"correct"	0.489
20	"test"	"congruent"	"correct"	0.452
20	"test"	"incongruent"	"correct"	0.681
20	"test"	"incongruent"	"correct"	0.617
20	"test"	"incongruent"	"correct"	0.643
20	"test"	"congruent"	"correct"	0.779
20	"test"	"incongruent"	"correct"	0.653
20	"test"	"congruent"	"correct"	0.53
